CustomerID,InvoiceDate_max,InvoiceDate_min,InvoiceDate_count,Quantity_sum,Quantity_mean,Quantity_std,Quantity_max,UnitPrice_mean,UnitPrice_std,UnitPrice_max,UnitPrice_min,TotalAmount_sum,TotalAmount_mean,TotalAmount_std,TotalAmount_max,StockCode_nunique,InvoiceNo_nunique,Month_nunique,Quarter_nunique,Recency,Frequency,Monetary,AvgDaysBetweenPurchases,CustomerLifespan,PurchaseVelocity,AvgOrderValue,ProductDiversity,MonthsActive,QuartersActive,QuantityConsistency,PriceConsistency,EngagementTrend,Log_Monetary,Log_AvgOrderValue,Log_TotalAmount_sum,Log_TotalAmount_max,Recency_Squared,Frequency_Squared,Monetary_Squared,Recency_Frequency,Recency_Monetary,Frequency_Monetary,RFM_Combined,MonetaryPerFrequency,FrequencyPerRecency,R_Score,F_Score,M_Score,RFM_Score,HighValue,HighFrequency,Recent
12356.0,2011-11-17 08:40:00,2010-10-11 09:42:00,143,3417,23.895104895104897,22.53657849442542,120,3.1486013986013988,4.213591289062768,28.0,0.36,6373.68,44.57118881118881,59.89198990024108,424.5,104,6,4,3,23,6,6373.68,66.83333333333333,401,0.014962593516209476,1062.28,104,4,3,1.060280951743208,0.7472488864248019,1.5,8.76008917268833,6.9691137491130775,8.76008917268833,6.053264948013429,529,36,40623796.742400005,138,146594.64,38242.08,879567.8400000001,1062.28,0.2608695652173913,4,4,5,445,1,1,1
12357.0,2011-11-06 16:07:00,2010-11-16 10:05:00,296,6587,22.25337837837838,18.948636784885004,96,6.196993243243243,49.31339335463649,850.0,0.39,18287.66,61.78263513513514,79.29144301502787,850.0,261,3,1,1,33,3,18287.66,118.33333333333333,355,0.008450704225352112,6095.886666666666,261,1,1,1.174405242499002,0.12566552049415186,3.0,9.814036474622236,8.715533537358253,9.814036474622236,6.7464121285733745,1089,9,334438508.2756,99,603492.78,54862.979999999996,1810478.34,6095.886666666666,0.09090909090909091,4,2,5,425,1,0,1
12358.0,2011-12-08 10:26:00,2009-12-08 07:59:00,77,1079,14.012987012987013,15.045101936382649,60,5.3680519480519475,7.581694547249461,40.0,0.39,3887.07,50.48142857142857,67.27612726107326,297.0,56,5,4,3,2,5,3887.07,146.0,730,0.00684931506849315,777.414,56,4,3,0.9313986088123647,0.708027989600215,1.25,8.265668169533484,6.6572585163215665,8.265668169533484,5.697093486505405,4,25,15109313.1849,10,7774.14,19435.350000000002,38870.700000000004,777.414,2.5,5,3,5,535,1,0,1
12359.0,2011-12-02 11:21:00,2009-12-05 13:32:00,375,2526,6.736,18.357622671806606,200,7.434373333333333,17.231162653295165,145.0,0.29,8714.89,23.239706666666667,28.178312111323077,290.0,305,14,7,3,8,14,8714.89,51.857142857142854,726,0.01928374655647383,622.4921428571428,305,7,3,0.36693204345816843,0.43144931557544297,2.0,9.072903075516766,6.435336163368103,9.072903075516766,5.673323267171493,64,196,75949307.71209998,112,69719.12,122008.45999999999,976067.6799999999,622.4921428571428,1.75,5,5,5,555,1,1,1
12360.0,2011-10-18 15:22:00,2010-02-22 09:32:00,218,2458,11.275229357798166,10.284767098916234,120,3.376743119266055,7.1284322600908245,40.0,0.12,4212.89,19.325183486238533,20.367698611781623,160.0,160,9,6,4,52,9,4212.89,67.0,603,0.014925373134328358,468.09888888888895,160,6,4,1.0963038102230145,0.4737006674203889,1.5,8.346141490558791,6.150813596729793,8.346141490558791,5.081404364984463,2704,81,17748442.152100004,468,219070.28000000003,37916.01,1971632.5200000003,468.09888888888895,0.17307692307692307,4,4,5,445,1,1,1
12361.0,2011-02-25 13:51:00,2010-01-26 14:37:00,29,235,8.10344827586207,4.177702953830412,20,3.8706896551724137,4.558499072403486,15.0,1.65,511.25,17.629310344827587,3.838561794506675,33.0,18,4,4,3,287,4,511.25,98.5,394,0.01015228426395939,127.8125,18,4,3,1.9396899122356839,0.8491149375471031,1.0,6.238812787119009,4.8583578586506775,6.238812787119009,3.5263605246161616,82369,16,261376.5625,1148,146728.75,2045.0,586915.0,127.8125,0.013937282229965157,2,3,2,232,0,0,0
12362.0,2011-12-06 15:40:00,2009-12-01 10:10:00,275,2213,8.047272727272727,6.0304535710063885,36,4.4119636363636365,8.623788170371066,130.0,0.12,5284.58,19.216654545454546,12.636502236263285,130.0,201,14,8,4,3,14,5284.58,52.5,735,0.01904761904761905,377.46999999999997,201,8,4,1.3344390488242766,0.5116038971738562,1.75,8.57273763684292,5.936136809498464,8.57273763684292,4.875197323201151,9,196,27926785.7764,42,15853.74,73984.12,221952.36,377.46999999999997,4.666666666666667,5,5,5,555,1,1,1
12363.0,2011-08-22 10:18:00,2011-04-11 13:29:00,23,408,17.73913043478261,9.250146884850228,36,2.3117391304347827,2.4585576928056323,7.95,0.55,552.0,24.0,15.751238912311859,69.36,23,2,2,2,110,2,552.0,66.0,132,0.015151515151515152,276.0,23,2,2,1.9177133785665101,0.9402826450644302,1.0,6.315358001522335,5.6240175061873385,6.315358001522335,4.253624919869357,12100,4,304704.0,220,60720.0,1104.0,121440.0,276.0,0.01818181818181818,3,2,2,322,0,0,0
12364.0,2011-12-02 10:22:00,2011-08-19 15:24:00,85,1506,17.71764705882353,19.43586018329073,180,1.910235294117647,3.29279551823826,15.0,0.36,1313.1,15.448235294117646,8.910810071730502,64.8,70,4,4,2,8,4,1313.1,26.0,104,0.038461538461538464,328.275,70,4,2,0.9115957252077596,0.580125696702745,1.0,7.180907299649593,5.79689326788511,7.180907299649593,4.186619838331271,64,16,1724231.6099999999,32,10504.8,5252.4,42019.2,328.275,0.5,5,3,4,534,1,0,1
12365.0,2011-02-21 14:04:00,2011-02-21 13:51:00,23,173,7.521739130434782,4.262623660881677,12,30.347826086956523,91.64802135227232,320.69,0.42,320.69,13.94304347826087,96.8437980102158,320.69,22,3,1,1,291,3,320.69,0.0,0,3.0,106.89666666666666,22,1,1,1.7645796882005278,0.3311345475785777,3.0,5.773588348900164,4.681173978984919,5.773588348900164,5.773588348900164,84681,9,102842.0761,873,93320.79,962.0699999999999,279962.37,106.89666666666666,0.010309278350515464,2,2,2,222,0,0,0
12366.0,2010-03-16 10:28:00,2010-03-16 10:28:00,3,296,98.66666666666667,4.618802153517004,104,1.6900000000000002,0.0,1.69,1.69,500.24,166.74666666666667,7.80577563944373,175.76,3,1,1,1,634,1,500.24,0.0,0,1.0,500.24,3,1,1,21.361959960016165,0.0,1.0,6.217085028297085,6.217085028297085,6.217085028297085,5.174792880262539,401956,1,250240.0576,634,317152.16000000003,500.24,317152.16000000003,500.24,0.0015772870662460567,1,1,2,112,0,0,0
12367.0,2011-12-05 16:48:00,2011-12-05 16:48:00,11,173,15.727272727272727,16.67987355522163,60,3.2,5.0844311382887275,18.0,0.21,168.9,15.354545454545455,5.648958069655612,23.4,11,1,1,1,4,1,168.9,0.0,0,1.0,168.9,11,1,1,0.9428892056768206,0.6293722764582524,1.0,5.135210028677887,5.135210028677887,5.135210028677887,3.1945831322991562,16,1,28527.210000000003,4,675.6,168.9,675.6,168.9,0.25,5,1,1,511,0,0,1
12368.0,2010-03-21 15:56:00,2010-03-21 15:56:00,18,330,18.333333333333332,12.63515171351454,50,4.391666666666667,4.1127581270680995,14.95,0.85,917.6999999999999,50.98333333333333,29.271814389392723,119.39999999999999,18,1,1,1,628,1,917.6999999999999,0.0,0,1.0,917.6999999999999,18,1,1,1.4509784883488202,1.0678154491417648,1.0,6.822959627277421,6.822959627277421,6.822959627277421,4.79081953287472,394384,1,842173.2899999999,628,576315.6,917.6999999999999,576315.6,917.6999999999999,0.0015923566878980893,1,1,3,113,0,0,0
12369.0,2010-10-22 13:13:00,2010-03-08 08:09:00,93,1241,13.344086021505376,11.092001253994107,88,3.148924731182796,7.003264217548469,40.0,0.42,1791.15,19.25967741935484,24.548899224928196,200.0,90,3,3,3,413,3,1791.15,76.0,228,0.013157894736842105,597.0500000000001,90,3,3,1.2030368295081393,0.44963671701723895,1.0,7.491171295388921,6.3936743624954735,7.491171295388921,5.303304908059076,170569,9,3208218.3225000002,1239,739744.9500000001,5373.450000000001,2219234.85,597.0500000000001,0.007263922518159807,2,2,4,224,1,0,0
12370.0,2011-10-19 14:51:00,2010-02-09 09:41:00,202,2605,12.896039603960396,29.789545131851256,288,3.4257920792079206,5.5492228505540355,40.0,0.21,4320.31,21.387673267326736,21.729672333781526,163.2,168,7,4,2,51,7,4320.31,88.14285714285714,617,0.011345218800648298,617.1871428571429,168,4,2,0.43290488481382794,0.6173462791940116,1.75,8.371313876010715,6.426791231774111,8.371313876010715,5.101085197018328,2601,49,18665078.496100005,357,220335.81000000003,30242.170000000002,1542350.6700000002,617.1871428571429,0.13725490196078433,4,4,5,445,1,1,1
12371.0,2011-10-26 10:16:00,2010-03-04 18:23:00,167,1436,8.598802395209582,5.6238089825993685,36,3.9876047904191623,5.952028935184884,40.0,0.39,4067.38,24.35556886227545,33.320323813581346,360.0,134,5,2,2,45,5,4067.38,120.0,600,0.008333333333333333,813.476,134,2,2,1.528999726309187,0.6699572253163615,2.5,8.31100016480189,6.702544961677952,8.31100016480189,5.8888779583328805,2025,25,16543580.0644,225,183032.1,20336.9,915160.5,813.476,0.1111111111111111,4,3,5,435,1,0,1
12372.0,2011-09-29 12:12:00,2011-02-16 12:46:00,52,794,15.26923076923077,9.838131865977811,36,3.001346153846154,3.880862057481637,18.0,0.42,1298.04,24.962307692307693,16.38258168926466,70.80000000000001,34,3,3,3,72,3,1298.04,74.66666666666667,224,0.013392857142857142,432.68,34,3,3,1.5520457519008017,0.7733709957714351,1.0,7.169380809114136,6.072306934952083,7.169380809114136,4.273884476054179,5184,9,1684907.8416,216,93458.88,3894.12,280376.64,432.68,0.041666666666666664,3,2,4,324,1,0,0
12373.0,2011-02-01 13:10:00,2010-02-04 12:08:00,51,516,10.117647058823529,6.522720471777185,30,4.627450980392157,9.131962076823854,40.0,0.85,1127.65,22.110784313725492,15.199579973556805,80.0,36,3,2,1,311,3,1127.65,120.66666666666667,362,0.008287292817679558,375.8833333333334,36,2,1,1.551139145484011,0.5067312962387608,1.5,7.028777507229587,5.931935678900894,7.028777507229587,4.394449154672439,96721,9,1271594.5225000002,933,350699.15,3382.9500000000003,1052097.4500000002,375.8833333333334,0.00964630225080386,2,2,3,223,0,0,0
12374.0,2011-11-14 15:37:00,2010-04-30 14:01:00,83,1362,16.40963855421687,9.58407742621407,40,3.47855421686747,6.282425765098693,40.0,0.42,2989.2200000000003,36.01469879518073,28.829568000001416,200.0,79,4,3,2,25,4,2989.2200000000003,140.75,563,0.007104795737122558,747.3050000000001,79,3,2,1.7121771689086875,0.553696031904139,1.3333333333333333,8.003102242273277,6.617810648876097,8.003102242273277,5.303304908059076,625,16,8935436.208400002,100,74730.5,11956.880000000001,298922.0,747.3050000000001,0.16,4,3,5,435,1,0,1
12375.0,2011-12-07 11:27:00,2011-09-02 14:23:00,18,177,9.833333333333334,7.508818345197629,30,6.644444444444445,12.243614048446654,40.0,0.85,455.42,25.301111111111112,15.7894312712422,62.400000000000006,14,3,3,2,3,3,455.42,31.666666666666668,95,0.031578947368421054,151.80666666666667,14,3,2,1.3095713441546206,0.5426865317832708,1.0,6.1234134382372645,5.029173505798111,6.1234134382372645,4.149463861443181,9,9,207407.3764,9,1366.26,1366.26,4098.78,151.80666666666667,1.0,5,2,2,522,0,0,1
12376.0,2010-11-15 12:15:00,2010-10-18 08:42:00,13,240,18.46153846153846,19.05087655295413,48,8.03076923076923,14.246293940026685,40.0,0.85,503.15,38.70384615384615,30.968118428060155,100.80000000000001,11,2,2,1,390,2,503.15,14.0,28,0.07142857142857142,251.575,11,2,1,0.9690650406674184,0.5637093594008905,1.0,6.222873842839224,5.531708234313796,6.222873842839224,4.623010104116423,152100,4,253159.9225,780,196228.5,1006.3,392457.0,251.575,0.005128205128205128,2,2,2,222,0,0,0
12377.0,2011-01-28 15:45:00,2010-04-29 15:34:00,152,2105,13.848684210526315,10.639648371188331,96,2.7402631578947365,4.753805717997054,40.0,0.21,3426.32,22.54157894736842,15.27969332002416,80.0,129,4,4,3,315,4,3426.32,68.5,274,0.014598540145985401,856.58,129,4,3,1.301611080308622,0.5764356644867906,1.0,8.139533893646055,6.754114469149079,8.139533893646055,4.394449154672439,99225,16,11739668.742400002,1260,1079290.8,13705.28,4317163.2,856.58,0.012698412698412698,2,3,5,235,1,0,0
12378.0,2011-08-02 10:34:00,2010-05-26 14:07:00,301,3316,11.016611295681063,17.886393053894494,288,3.380099667774086,4.486021510206258,39.95,0.21,5416.32,17.994418604651162,8.561977696625902,69.36,281,2,2,2,130,2,5416.32,216.0,432,0.004629629629629629,2708.16,281,2,2,0.6159213466061209,0.7534737985727306,1.0,8.597356507200939,7.904393902725625,8.597356507200939,4.253624919869357,16900,4,29336522.342399996,260,704121.6,10832.64,1408243.2,2708.16,0.015384615384615385,3,2,5,325,1,0,0
12379.0,2011-09-19 10:09:00,2010-06-23 12:49:00,82,814,9.926829268292684,6.5936379508796925,48,2.8963414634146343,3.10875724929588,15.0,0.42,1618.27,19.735,10.507421275072765,76.19999999999999,58,5,4,3,82,5,1618.27,90.4,452,0.011061946902654867,323.654,58,4,3,1.5055162783040419,0.9316718003860363,1.25,7.389730709384001,5.782759999839628,7.389730709384001,4.3463994570307305,6724,25,2618797.7929,410,132698.13999999998,8091.35,663490.7,323.654,0.06097560975609756,3,3,4,334,1,0,0
12380.0,2011-11-18 11:27:00,2010-02-15 12:05:00,283,3325,11.749116607773852,10.156782885271936,72,15.115088339222616,127.09388834306243,1508.65,0.29,7888.0,27.872791519434628,131.48419890093078,1508.65,156,15,7,4,22,15,7888.0,42.666666666666664,640,0.0234375,525.8666666666667,156,7,4,1.1567754022595989,0.11892852234107991,2.142857142857143,8.97322466309509,6.266947512102766,8.97322466309509,7.319633114862492,484,225,62220544.0,330,173536.0,118320.0,2603040.0,525.8666666666667,0.6818181818181818,4,5,5,455,1,1,1
12381.0,2011-12-05 12:44:00,2011-08-12 09:57:00,91,783,8.604395604395604,7.724246271577601,36,4.582857142857143,7.243273705187039,40.0,0.39,1803.96,19.823736263736265,26.156360545693985,240.0,70,6,4,2,5,6,1803.96,19.166666666666668,115,0.05217391304347826,300.66,70,4,2,1.1139463064579687,0.6327052282416549,1.5,7.49829370985661,5.709300555340106,7.49829370985661,5.484796933490655,25,36,3254271.6816000002,30,9019.8,10823.76,54118.8,300.66,1.2,5,4,4,544,1,1,1
12382.0,2010-01-26 16:25:00,2010-01-26 16:25:00,1,-1,-1.0,0.0,-1,18.38,0.0,18.38,18.38,-18.38,-18.38,0.0,-18.38,1,1,1,1,682,1,-18.38,0.0,0,1.0,-18.38,1,1,1,-1.0,18.38,1.0,0.0,0.0,0.0,0.0,465124,1,337.82439999999997,682,-12535.16,-18.38,-12535.16,-18.38,0.001466275659824047,1,1,1,111,0,0,0
12383.0,2011-06-08 08:02:00,2010-12-22 14:28:00,100,1529,15.29,18.70682638865698,144,3.0936000000000003,4.104161110902254,18.0,0.12,1839.31,18.3931,12.966312817092879,72.0,84,6,5,3,185,6,1839.31,27.833333333333332,167,0.03592814371257485,306.5516666666667,84,5,3,0.8173486877106637,0.7537715787477717,1.2,7.517689314673032,5.728643094812728,7.517689314673032,4.290459441148391,34225,36,3383061.2761,1110,340272.35,11035.86,2041634.0999999999,306.5516666666667,0.032432432432432434,3,4,4,344,1,1,0
12384.0,2011-11-11 08:39:00,2011-08-10 11:23:00,30,121,4.033333333333333,3.7183916928706147,12,7.575666666666667,9.424457062321427,40.0,0.83,566.16,18.872,18.511370298949444,80.0,26,3,3,2,29,3,566.16,30.666666666666668,92,0.03260869565217391,188.72,26,3,2,1.0846983498447906,0.8038305672752074,1.0,6.340641450869357,5.2455493010093805,6.340641450869357,4.394449154672439,841,9,320537.1456,87,16418.64,1698.48,49255.92,188.72,0.10344827586206896,4,2,2,422,0,0,1
12385.0,2010-11-25 15:19:00,2010-11-25 15:14:00,66,611,9.257575757575758,5.797375018882003,36,3.852272727272727,3.5150711976396045,15.0,0.85,1923.4,29.142424242424244,34.695989839687684,270.0,65,2,1,1,379,2,1923.4,0.0,0,2.0,961.7,65,1,1,1.5968564613163558,1.0959302132655395,2.0,7.562369509825299,6.869741836783921,7.562369509825299,5.602118820879701,143641,4,3699467.5600000005,758,728968.6,3846.8,1457937.2,961.7,0.005277044854881266,2,2,4,224,1,0,0
12386.0,2011-01-06 12:37:00,2010-12-08 09:53:00,18,568,31.555555555555557,37.6894777361818,120,2.54,2.208145349009648,6.75,0.36,660.8,36.71111111111111,20.538969814617083,75.0,10,2,2,2,338,2,660.8,14.5,29,0.06896551724137931,330.4,10,2,2,0.8372510698194766,1.1502865973651548,1.0,6.4949633954875114,5.803326104992462,6.4949633954875114,4.330733340286331,114244,4,436656.63999999996,676,223350.4,1321.6,446700.8,330.4,0.005917159763313609,2,2,3,223,0,0,0
12387.0,2010-10-20 16:27:00,2010-10-20 16:27:00,9,134,14.88888888888889,7.557189365836423,24,2.7622222222222224,5.342931727473639,16.95,0.42,143.94,15.993333333333332,7.734248509066669,33.9,9,1,1,1,415,1,143.94,0.0,0,1.0,143.94,9,1,1,1.9701622082141648,0.5169862470857954,1.0,4.976319863681136,4.976319863681136,4.976319863681136,3.5524868292083815,172225,1,20718.723599999998,415,59735.1,143.94,59735.1,143.94,0.0024096385542168677,1,1,1,111,0,0,0
12388.0,2011-11-24 12:30:00,2010-05-06 12:54:00,146,2001,13.705479452054794,13.281134043924046,96,2.8247260273972605,1.8372810477875403,11.15,0.19,3901.11,26.719931506849317,16.813294759949088,81.36,83,8,7,4,16,8,3901.11,70.75,566,0.014134275618374558,487.63875,83,7,4,1.03195099204084,1.5374490640932723,1.1428571428571428,8.269272711457157,6.191623463906498,8.269272711457157,4.411099882159589,256,64,15218659.2321,128,62417.76,31208.88,499342.08,487.63875,0.5,5,4,5,545,1,1,1
12389.0,2010-11-02 11:52:00,2010-02-22 10:15:00,49,614,12.53061224489796,7.903327465948353,48,2.6542857142857144,1.8944425301391432,9.95,0.42,1433.33,29.251632653061222,31.130745142258405,204.0,41,3,3,3,403,3,1433.33,84.33333333333333,253,0.011857707509881422,477.77666666666664,41,3,3,1.5854856449876786,1.4010906491266124,1.0,7.268453120207762,6.171234239552859,7.268453120207762,5.3230099791384085,162409,9,2054434.8889,1209,577631.99,4299.99,1732895.97,477.77666666666664,0.007444168734491315,2,2,4,224,1,0,0
12390.0,2011-09-21 09:33:00,2011-09-21 09:33:00,32,353,11.03125,9.454421648608518,36,3.996875,4.704499176320471,16.95,0.42,549.84,17.1825,7.172142344268664,45.0,32,1,1,1,80,1,549.84,0.0,0,1.0,549.84,32,1,1,1.1667821057699026,0.8495856519898628,1.0,6.311444385858925,6.311444385858925,6.311444385858925,3.828641396489095,6400,1,302324.02560000005,80,43987.200000000004,549.84,43987.200000000004,549.84,0.0125,3,1,2,312,0,0,0
12391.0,2011-11-18 12:07:00,2010-02-15 10:12:00,287,1212,4.2229965156794425,6.394853761100557,72,3.7421602787456445,7.107661054561383,79.95,0.21,2747.82,9.574285714285715,14.25367522579905,151.20000000000002,241,7,5,4,22,7,2747.82,91.57142857142857,641,0.0109204368174727,392.5457142857143,241,5,4,0.6603742123655167,0.5264967265629656,1.4,7.918927007665679,5.975197234644052,7.918927007665679,5.025195445427586,484,49,7550514.752400001,154,60452.04,19234.74,423164.28,392.5457142857143,0.3181818181818182,4,4,4,444,1,1,1
12392.0,2010-04-27 14:04:00,2010-04-27 14:04:00,7,73,10.428571428571429,9.89708951926681,24,5.035714285714286,3.2436751642895083,9.95,1.25,234.75000000000003,33.53571428571429,25.706560678254146,70.80000000000001,7,1,1,1,591,1,234.75000000000003,0.0,0,1.0,234.75000000000003,7,1,1,1.0537008287406084,1.5524718199756307,1.0,5.462771921513567,5.462771921513567,5.462771921513567,4.273884476054179,349281,1,55107.562500000015,591,138737.25000000003,234.75000000000003,138737.25000000003,234.75000000000003,0.001692047377326565,1,1,1,111,0,0,0
12393.0,2011-09-28 15:41:00,2010-10-07 13:49:00,112,1305,11.651785714285714,8.5146506717408,48,2.5339285714285715,1.9422775509545696,12.75,0.55,2376.75,21.220982142857142,16.110581602389335,141.60000000000002,63,7,5,4,72,7,2376.75,50.857142857142854,356,0.019662921348314606,339.5357142857143,63,5,4,1.3684396651710826,1.3046171337269608,1.4,7.773909941362495,5.830520007859316,7.773909941362495,4.960043507980195,5184,49,5648940.5625,504,171126.0,16637.25,1197882.0,339.5357142857143,0.09722222222222222,3,4,4,344,1,1,0
12394.0,2011-10-07 08:08:00,2011-05-06 14:01:00,27,819,30.333333333333332,65.8629112393544,256,3.3707407407407404,4.237259569694623,18.0,0.72,1272.48,47.12888888888889,64.92458923381407,266.24,26,2,2,2,64,2,1272.48,76.5,153,0.013071895424836602,636.24,26,2,2,0.460552574469386,0.7955001777206837,1.0,7.149508589545504,6.4571463507046944,7.149508589545504,5.588147131057276,4096,4,1619205.3504,128,81438.72,2544.96,162877.44,636.24,0.03125,3,2,4,324,1,0,0
12395.0,2011-11-24 12:20:00,2010-04-16 10:16:00,257,3728,14.505836575875486,20.85255541567539,120,3.5807003891050586,4.750580833702225,39.95,0.19,5046.92,19.637821011673154,12.905345516091895,90.0,145,18,10,4,16,18,5046.92,32.611111111111114,587,0.030664395229982964,280.38444444444445,145,10,4,0.6956383180246142,0.753739493011541,1.8,8.526731556234932,5.639721863992583,8.526731556234932,4.51085950651685,256,324,25471401.4864,288,80750.72,90844.56,1453512.96,280.38444444444445,1.125,5,5,5,555,1,1,1
